geo_value,signal,time_value,value,region
3 FAY AREA,pct_ed_visits_influenza,7/9/22,0.53,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/9/22,0.55,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/9/22,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/9/22,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/9/22,0.3,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/16/22,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,7/16/22,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/16/22,0.39,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/16/22,0.51,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/16/22,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/16/22,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/16/22,0.27,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/23/22,0.17,1 NENC
2 SENC,pct_ed_visits_influenza,7/23/22,0.16,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/23/22,0.33,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/23/22,0.42,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/23/22,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/23/22,0.21,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/23/22,0.2,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/30/22,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,7/30/22,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/30/22,0.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/30/22,0.32,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/30/22,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/30/22,0.08,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/30/22,0.18,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/6/22,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,8/6/22,0.16,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/6/22,0.13,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/6/22,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/6/22,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/6/22,0.26,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/6/22,0.2,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/13/22,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,8/13/22,0.19,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/13/22,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/13/22,0.26,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/13/22,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/13/22,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/13/22,0.25,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/20/22,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,8/20/22,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/20/22,0.1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/20/22,0.27,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/20/22,0.13,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/20/22,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/20/22,0.2,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/27/22,0.03,1 NENC
2 SENC,pct_ed_visits_influenza,8/27/22,0.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/27/22,0.13,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/27/22,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/27/22,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/27/22,0.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/27/22,0.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/3/22,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,9/3/22,0.31,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/3/22,0.17,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/3/22,0.26,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/3/22,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/3/22,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/3/22,0.26,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/10/22,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,9/10/22,0.32,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/10/22,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/10/22,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/10/22,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/10/22,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/10/22,0.35,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/17/22,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,9/17/22,0.42,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/17/22,0.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/17/22,0.33,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/17/22,0.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/17/22,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/17/22,0.45,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/24/22,0.26,1 NENC
2 SENC,pct_ed_visits_influenza,9/24/22,0.59,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/24/22,0.36,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/24/22,0.53,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/24/22,0.19,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/24/22,0.2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/24/22,0.43,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/1/22,0.35,1 NENC
2 SENC,pct_ed_visits_influenza,10/1/22,1.52,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/1/22,0.74,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/1/22,0.76,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/1/22,0.42,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/1/22,0.33,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/1/22,0.54,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/8/22,0.62,1 NENC
2 SENC,pct_ed_visits_influenza,10/8/22,2.35,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/8/22,1.52,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/8/22,0.64,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/8/22,0.55,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/8/22,0.66,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/8/22,0.67,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/15/22,1.66,1 NENC
2 SENC,pct_ed_visits_influenza,10/15/22,3.66,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/15/22,2.92,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/15/22,1.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/15/22,0.94,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/15/22,1.4,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/15/22,0.87,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/22/22,4.33,1 NENC
2 SENC,pct_ed_visits_influenza,10/22/22,4.36,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/22/22,5.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/22/22,1.97,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/22/22,2.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/22/22,3.61,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/22/22,2.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/29/22,9.78,1 NENC
2 SENC,pct_ed_visits_influenza,10/29/22,6.87,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/29/22,8.94,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/29/22,5.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/29/22,6.54,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/29/22,7.75,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/29/22,5.75,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/5/22,11.92,1 NENC
2 SENC,pct_ed_visits_influenza,11/5/22,8.62,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/5/22,11.82,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/5/22,8.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/5/22,10.26,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/5/22,10.8,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/5/22,10.22,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/12/22,11.01,1 NENC
2 SENC,pct_ed_visits_influenza,11/12/22,7.29,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/12/22,9.76,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/12/22,8,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/12/22,9.27,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/12/22,7.99,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/12/22,10.69,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/19/22,7.61,1 NENC
2 SENC,pct_ed_visits_influenza,11/19/22,5.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/19/22,7.89,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/19/22,6.46,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/19/22,8.24,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/19/22,6.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/19/22,9.55,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/26/22,7.38,1 NENC
2 SENC,pct_ed_visits_influenza,11/26/22,4.58,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/26/22,8.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/26/22,7.9,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/26/22,11.22,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/26/22,6.67,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/26/22,12.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/3/22,5.6,1 NENC
2 SENC,pct_ed_visits_influenza,12/3/22,3.96,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/3/22,6.59,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/3/22,6.32,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/3/22,10.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/3/22,6.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/3/22,10.88,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/10/22,4.23,1 NENC
2 SENC,pct_ed_visits_influenza,12/10/22,2.48,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/10/22,4.36,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/10/22,4.52,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/10/22,6.46,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/10/22,4.31,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/10/22,7.64,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/17/22,3.27,1 NENC
2 SENC,pct_ed_visits_influenza,12/17/22,1.33,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/17/22,2.86,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/17/22,3.61,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/17/22,5.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/17/22,3.01,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/17/22,5.66,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/24/22,2.88,1 NENC
2 SENC,pct_ed_visits_influenza,12/24/22,1.63,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/24/22,2.24,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/24/22,2.92,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/24/22,4.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/24/22,2.82,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/24/22,4.78,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/31/22,2.67,1 NENC
2 SENC,pct_ed_visits_influenza,12/31/22,2.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/31/22,2.31,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/31/22,2.61,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/31/22,3.74,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/31/22,2.74,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/31/22,5.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/7/23,1.72,1 NENC
2 SENC,pct_ed_visits_influenza,1/7/23,1.39,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/7/23,1.38,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/7/23,1.27,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/7/23,2.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/7/23,2.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/7/23,3.84,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/14/23,0.64,1 NENC
2 SENC,pct_ed_visits_influenza,1/14/23,0.57,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/14/23,0.66,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/14/23,0.53,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/14/23,1.24,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/14/23,1.6,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/14/23,2.33,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/21/23,0.52,1 NENC
2 SENC,pct_ed_visits_influenza,1/21/23,0.5,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/21/23,0.57,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/21/23,0.49,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/21/23,0.94,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/21/23,1.29,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/21/23,1.77,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/28/23,0.39,1 NENC
2 SENC,pct_ed_visits_influenza,1/28/23,0.51,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/28/23,0.57,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/28/23,0.37,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/28/23,0.74,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/28/23,1.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/28/23,1.46,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/4/23,0.68,1 NENC
2 SENC,pct_ed_visits_influenza,2/4/23,0.24,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/4/23,1.03,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/4/23,0.38,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/4/23,0.7,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/4/23,0.92,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/4/23,1.56,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/11/23,0.63,1 NENC
2 SENC,pct_ed_visits_influenza,2/11/23,0.38,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/11/23,1.14,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/11/23,0.47,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/11/23,0.68,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/11/23,1.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/11/23,1.61,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/18/23,0.61,1 NENC
2 SENC,pct_ed_visits_influenza,2/18/23,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/18/23,1.02,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/18/23,0.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/18/23,0.46,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/18/23,0.84,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/18/23,1.41,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/25/23,0.36,1 NENC
2 SENC,pct_ed_visits_influenza,2/25/23,0.33,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/25/23,1,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/25/23,0.28,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/25/23,0.39,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/25/23,0.59,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/25/23,1.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/4/23,0.54,1 NENC
2 SENC,pct_ed_visits_influenza,3/4/23,0.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/4/23,0.76,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/4/23,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/4/23,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/4/23,0.38,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/4/23,1.13,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/11/23,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,3/11/23,0.19,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/11/23,0.48,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/11/23,0.27,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/11/23,0.23,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/11/23,0.38,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/11/23,1.04,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/18/23,0.36,1 NENC
2 SENC,pct_ed_visits_influenza,3/18/23,0.45,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/18/23,0.64,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/18/23,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/18/23,0.28,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/18/23,0.39,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/18/23,1.16,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/25/23,0.34,1 NENC
2 SENC,pct_ed_visits_influenza,3/25/23,0.48,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/25/23,0.58,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/25/23,0.29,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/25/23,0.35,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/25/23,0.29,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/25/23,1,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/1/23,0.29,1 NENC
2 SENC,pct_ed_visits_influenza,4/1/23,0.61,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/1/23,0.73,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/1/23,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/1/23,0.31,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/1/23,0.21,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/1/23,0.93,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/8/23,0.26,1 NENC
2 SENC,pct_ed_visits_influenza,4/8/23,0.38,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/8/23,0.6,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/8/23,0.17,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/8/23,0.37,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/8/23,0.24,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/8/23,0.88,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/15/23,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,4/15/23,0.34,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/15/23,0.65,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/15/23,0.25,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/15/23,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/15/23,0.32,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/15/23,0.72,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/22/23,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,4/22/23,0.3,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/22/23,0.62,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/22/23,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/22/23,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/22/23,0.12,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/22/23,0.69,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/29/23,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,4/29/23,0.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/29/23,0.49,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/29/23,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/29/23,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/29/23,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/29/23,0.67,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/6/23,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,5/6/23,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/6/23,0.61,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/6/23,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/6/23,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/6/23,0.32,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/6/23,0.67,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/13/23,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,5/13/23,0.23,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/13/23,0.68,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/13/23,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/13/23,0.19,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/13/23,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/13/23,0.75,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/20/23,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,5/20/23,0.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/20/23,0.72,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/20/23,0.2,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/20/23,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/20/23,0.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/20/23,0.78,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/27/23,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,5/27/23,0.16,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/27/23,0.5,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/27/23,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/27/23,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/27/23,0.22,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/27/23,0.75,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/3/23,0.15,1 NENC
2 SENC,pct_ed_visits_influenza,6/3/23,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/3/23,0.82,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/3/23,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/3/23,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/3/23,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/3/23,0.82,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/10/23,0.22,1 NENC
2 SENC,pct_ed_visits_influenza,6/10/23,0.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/10/23,0.57,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/10/23,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/10/23,0.24,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/10/23,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/10/23,0.72,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/17/23,0.06,1 NENC
2 SENC,pct_ed_visits_influenza,6/17/23,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/17/23,0.68,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/17/23,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/17/23,0.18,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/17/23,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/17/23,0.63,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/24/23,0.16,1 NENC
2 SENC,pct_ed_visits_influenza,6/24/23,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/24/23,0.59,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/24/23,0.06,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/24/23,0.25,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/24/23,0.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/24/23,0.57,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/1/23,0.1,1 NENC
2 SENC,pct_ed_visits_influenza,7/1/23,0.21,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/1/23,0.55,3 FAY AREA
