"target_end_date","location","target","oracle_value"
2022-02-19,"triad-area","Flu ED visits pct",0.24
2022-02-26,"triad-area","Flu ED visits pct",0.28
2022-03-05,"triad-area","Flu ED visits pct",0.18
2022-03-12,"triad-area","Flu ED visits pct",0.43
2022-03-19,"triad-area","Flu ED visits pct",0.27
2022-03-26,"triad-area","Flu ED visits pct",0.46
2022-04-02,"triad-area","Flu ED visits pct",0.69
2022-04-09,"triad-area","Flu ED visits pct",1.17
2022-04-16,"triad-area","Flu ED visits pct",1.12
2022-04-23,"triad-area","Flu ED visits pct",1.39
2022-04-30,"triad-area","Flu ED visits pct",0.98
2022-05-07,"triad-area","Flu ED visits pct",1.04
2022-05-14,"triad-area","Flu ED visits pct",1.13
2022-05-21,"triad-area","Flu ED visits pct",0.92
2022-05-28,"triad-area","Flu ED visits pct",0.67
2022-06-04,"triad-area","Flu ED visits pct",0.69
2022-06-11,"triad-area","Flu ED visits pct",0.46
2022-06-18,"triad-area","Flu ED visits pct",0.39
2022-06-25,"triad-area","Flu ED visits pct",0.38
2022-07-02,"triad-area","Flu ED visits pct",0.3
2022-07-09,"triad-area","Flu ED visits pct",0.25
2022-07-16,"triad-area","Flu ED visits pct",0.14
2022-07-23,"triad-area","Flu ED visits pct",0.25
2022-07-30,"triad-area","Flu ED visits pct",0.12
2022-08-06,"triad-area","Flu ED visits pct",0.1
2022-08-13,"triad-area","Flu ED visits pct",0.18
2022-08-20,"triad-area","Flu ED visits pct",0.13
2022-08-27,"triad-area","Flu ED visits pct",0.12
2022-09-03,"triad-area","Flu ED visits pct",0.1
2022-09-10,"triad-area","Flu ED visits pct",0.16
2022-09-17,"triad-area","Flu ED visits pct",0.21
2022-09-24,"triad-area","Flu ED visits pct",0.19
2022-10-01,"triad-area","Flu ED visits pct",0.42
2022-10-08,"triad-area","Flu ED visits pct",0.55
2022-10-15,"triad-area","Flu ED visits pct",0.94
2022-10-22,"triad-area","Flu ED visits pct",2.18
2022-10-29,"triad-area","Flu ED visits pct",6.54
2022-11-05,"triad-area","Flu ED visits pct",10.26
2022-11-12,"triad-area","Flu ED visits pct",9.27
2022-11-19,"triad-area","Flu ED visits pct",8.24
2022-11-26,"triad-area","Flu ED visits pct",11.22
2022-12-03,"triad-area","Flu ED visits pct",10.18
2022-12-10,"triad-area","Flu ED visits pct",6.46
2022-12-17,"triad-area","Flu ED visits pct",5.12
2022-12-24,"triad-area","Flu ED visits pct",4.18
2022-12-31,"triad-area","Flu ED visits pct",3.74
2023-01-07,"triad-area","Flu ED visits pct",2.1
2023-01-14,"triad-area","Flu ED visits pct",1.24
2023-01-21,"triad-area","Flu ED visits pct",0.94
2023-01-28,"triad-area","Flu ED visits pct",0.74
2023-02-04,"triad-area","Flu ED visits pct",0.7
2023-02-11,"triad-area","Flu ED visits pct",0.68
2023-02-18,"triad-area","Flu ED visits pct",0.46
2023-02-25,"triad-area","Flu ED visits pct",0.39
2023-03-04,"triad-area","Flu ED visits pct",0.3
2023-03-11,"triad-area","Flu ED visits pct",0.23
2023-03-18,"triad-area","Flu ED visits pct",0.28
2023-03-25,"triad-area","Flu ED visits pct",0.35
2023-04-01,"triad-area","Flu ED visits pct",0.31
2023-04-08,"triad-area","Flu ED visits pct",0.37
2023-04-15,"triad-area","Flu ED visits pct",0.3
2023-04-22,"triad-area","Flu ED visits pct",0.17
2023-04-29,"triad-area","Flu ED visits pct",0.1
2023-05-06,"triad-area","Flu ED visits pct",0.17
2023-05-13,"triad-area","Flu ED visits pct",0.19
2023-05-20,"triad-area","Flu ED visits pct",0.17
2023-05-27,"triad-area","Flu ED visits pct",0.14
2023-06-03,"triad-area","Flu ED visits pct",0.17
2023-06-10,"triad-area","Flu ED visits pct",0.24
2023-06-17,"triad-area","Flu ED visits pct",0.18
2023-06-24,"triad-area","Flu ED visits pct",0.25
2023-07-01,"triad-area","Flu ED visits pct",0.2
2023-07-08,"triad-area","Flu ED visits pct",0.1
2023-07-15,"triad-area","Flu ED visits pct",0.12
2023-07-22,"triad-area","Flu ED visits pct",0.12
2023-07-29,"triad-area","Flu ED visits pct",0.12
2023-08-05,"triad-area","Flu ED visits pct",0.09
2023-08-12,"triad-area","Flu ED visits pct",0.11
2023-08-19,"triad-area","Flu ED visits pct",0.14
2023-08-26,"triad-area","Flu ED visits pct",0.13
2023-09-02,"triad-area","Flu ED visits pct",0.14
2023-09-09,"triad-area","Flu ED visits pct",0.2
2023-09-16,"triad-area","Flu ED visits pct",0.21
2023-09-23,"triad-area","Flu ED visits pct",0.34
2023-09-30,"triad-area","Flu ED visits pct",0.3
2023-10-07,"triad-area","Flu ED visits pct",0.19
2023-10-14,"triad-area","Flu ED visits pct",0.26
2023-10-21,"triad-area","Flu ED visits pct",0.37
2023-10-28,"triad-area","Flu ED visits pct",0.46
2023-11-04,"triad-area","Flu ED visits pct",0.52
2023-11-11,"triad-area","Flu ED visits pct",1.06
2023-11-18,"triad-area","Flu ED visits pct",1.04
2023-11-25,"triad-area","Flu ED visits pct",1.78
2023-12-02,"triad-area","Flu ED visits pct",2.81
2023-12-09,"triad-area","Flu ED visits pct",4.36
2023-12-16,"triad-area","Flu ED visits pct",6.95
2023-12-23,"triad-area","Flu ED visits pct",11.32
2023-12-30,"triad-area","Flu ED visits pct",13.8
2024-01-06,"triad-area","Flu ED visits pct",9.22
2024-01-13,"triad-area","Flu ED visits pct",6.5
2024-01-20,"triad-area","Flu ED visits pct",4.82
2024-01-27,"triad-area","Flu ED visits pct",5.02
2024-02-03,"triad-area","Flu ED visits pct",4.16
2024-02-10,"triad-area","Flu ED visits pct",3.71
2024-02-17,"triad-area","Flu ED visits pct",3.51
2024-02-24,"triad-area","Flu ED visits pct",3.09
2024-03-02,"triad-area","Flu ED visits pct",2.53
2024-03-09,"triad-area","Flu ED visits pct",2.01
2024-03-16,"triad-area","Flu ED visits pct",1.32
2024-03-23,"triad-area","Flu ED visits pct",1.08
2024-03-30,"triad-area","Flu ED visits pct",1.2
2024-04-06,"triad-area","Flu ED visits pct",0.91
2024-04-13,"triad-area","Flu ED visits pct",0.46
2024-04-20,"triad-area","Flu ED visits pct",0.4
2024-04-27,"triad-area","Flu ED visits pct",0.3
2024-05-04,"triad-area","Flu ED visits pct",0.29
2024-05-11,"triad-area","Flu ED visits pct",0.16
2024-05-18,"triad-area","Flu ED visits pct",0.29
2024-05-25,"triad-area","Flu ED visits pct",0.21
2024-06-01,"triad-area","Flu ED visits pct",0.22
2024-06-08,"triad-area","Flu ED visits pct",0.17
2024-06-15,"triad-area","Flu ED visits pct",0.14
2024-06-22,"triad-area","Flu ED visits pct",0.14
2024-06-29,"triad-area","Flu ED visits pct",0.3
2024-07-06,"triad-area","Flu ED visits pct",0.14
2024-07-13,"triad-area","Flu ED visits pct",0.14
2024-07-20,"triad-area","Flu ED visits pct",0.18
2024-07-27,"triad-area","Flu ED visits pct",0.16
2024-08-03,"triad-area","Flu ED visits pct",0.29
2024-08-10,"triad-area","Flu ED visits pct",0.26
2024-08-17,"triad-area","Flu ED visits pct",0.31
2024-08-24,"triad-area","Flu ED visits pct",0.32
2024-08-31,"triad-area","Flu ED visits pct",0.32
2024-09-07,"triad-area","Flu ED visits pct",0.32
2024-09-14,"triad-area","Flu ED visits pct",0.39
2024-09-21,"triad-area","Flu ED visits pct",0.37
2024-09-28,"triad-area","Flu ED visits pct",0.37
2024-10-05,"triad-area","Flu ED visits pct",0.28
2024-10-12,"triad-area","Flu ED visits pct",0.27
2024-10-19,"triad-area","Flu ED visits pct",0.39
2024-10-26,"triad-area","Flu ED visits pct",0.39
2024-11-02,"triad-area","Flu ED visits pct",0.34
2024-11-09,"triad-area","Flu ED visits pct",0.54
2024-11-16,"triad-area","Flu ED visits pct",0.43
2024-11-23,"triad-area","Flu ED visits pct",0.5
2024-11-30,"triad-area","Flu ED visits pct",0.65
2024-12-07,"triad-area","Flu ED visits pct",0.93
2024-12-14,"triad-area","Flu ED visits pct",1.22
2024-12-21,"triad-area","Flu ED visits pct",2.36
2024-12-28,"triad-area","Flu ED visits pct",4.26
2025-01-04,"triad-area","Flu ED visits pct",4.61
2025-01-11,"triad-area","Flu ED visits pct",4.27
2025-01-18,"triad-area","Flu ED visits pct",6.02
2025-01-25,"triad-area","Flu ED visits pct",9.03
2025-02-01,"triad-area","Flu ED visits pct",13.1
2025-02-08,"triad-area","Flu ED visits pct",15.52
2025-02-15,"triad-area","Flu ED visits pct",12.75
2025-02-22,"triad-area","Flu ED visits pct",9.29
2025-03-01,"triad-area","Flu ED visits pct",6.2
2025-03-08,"triad-area","Flu ED visits pct",5.71
2025-03-15,"triad-area","Flu ED visits pct",4.34
2025-03-22,"triad-area","Flu ED visits pct",3.04
2025-03-29,"triad-area","Flu ED visits pct",1.75
2025-04-05,"triad-area","Flu ED visits pct",1.23
2025-04-12,"triad-area","Flu ED visits pct",0.82
2025-04-19,"triad-area","Flu ED visits pct",0.64
2025-04-26,"triad-area","Flu ED visits pct",0.35
2025-05-03,"triad-area","Flu ED visits pct",0.45
2025-05-10,"triad-area","Flu ED visits pct",0.39
2025-05-17,"triad-area","Flu ED visits pct",0.31
2025-05-24,"triad-area","Flu ED visits pct",0.26
2025-05-31,"triad-area","Flu ED visits pct",0.23
2025-06-07,"triad-area","Flu ED visits pct",0.25
2025-06-14,"triad-area","Flu ED visits pct",0.21
2025-06-21,"triad-area","Flu ED visits pct",0.18
2025-06-28,"triad-area","Flu ED visits pct",0.16
2025-07-05,"triad-area","Flu ED visits pct",0.16
2025-07-12,"triad-area","Flu ED visits pct",0.22
2025-07-19,"triad-area","Flu ED visits pct",0.18
2025-07-26,"triad-area","Flu ED visits pct",0.16
2025-08-02,"triad-area","Flu ED visits pct",0.2
2025-08-09,"triad-area","Flu ED visits pct",0.22
2025-08-16,"triad-area","Flu ED visits pct",0.31
2025-08-23,"triad-area","Flu ED visits pct",0.3
2025-08-30,"triad-area","Flu ED visits pct",0.33
2025-09-06,"triad-area","Flu ED visits pct",0.65
2025-09-13,"triad-area","Flu ED visits pct",0.5
2025-09-20,"triad-area","Flu ED visits pct",0.54
2025-09-27,"triad-area","Flu ED visits pct",0.32
2025-10-04,"triad-area","Flu ED visits pct",0.42
2025-10-11,"triad-area","Flu ED visits pct",0.38
2025-10-18,"triad-area","Flu ED visits pct",0.35
2025-10-25,"triad-area","Flu ED visits pct",0.32
2025-11-01,"triad-area","Flu ED visits pct",0.52
2025-11-08,"triad-area","Flu ED visits pct",0.57
2025-11-15,"triad-area","Flu ED visits pct",0.8
2009-01-10,"wnc","Flu ED visits pct",0.02
2009-01-17,"wnc","Flu ED visits pct",0.04
2009-01-24,"wnc","Flu ED visits pct",0.06
2009-01-31,"wnc","Flu ED visits pct",0.11
2009-02-07,"wnc","Flu ED visits pct",0.22
2009-02-14,"wnc","Flu ED visits pct",0.51
2009-02-21,"wnc","Flu ED visits pct",0.73
2009-02-28,"wnc","Flu ED visits pct",1.13
2009-03-07,"wnc","Flu ED visits pct",1.31
2009-03-14,"wnc","Flu ED visits pct",1.12
2009-03-21,"wnc","Flu ED visits pct",0.6
2009-03-28,"wnc","Flu ED visits pct",0.35
2009-04-04,"wnc","Flu ED visits pct",0.25
2009-04-11,"wnc","Flu ED visits pct",0.1
2009-04-18,"wnc","Flu ED visits pct",0.05
2009-04-25,"wnc","Flu ED visits pct",0.06
2009-05-02,"wnc","Flu ED visits pct",0.15
2009-05-09,"wnc","Flu ED visits pct",0.07
2009-05-16,"wnc","Flu ED visits pct",0.06
2009-05-23,"wnc","Flu ED visits pct",0.06
2009-05-30,"wnc","Flu ED visits pct",0.01
2009-06-06,"wnc","Flu ED visits pct",0.03
2009-06-13,"wnc","Flu ED visits pct",0.03
2009-06-20,"wnc","Flu ED visits pct",0.05
2009-06-27,"wnc","Flu ED visits pct",0.06
2009-07-04,"wnc","Flu ED visits pct",0.06
2009-07-11,"wnc","Flu ED visits pct",0.05
2009-07-18,"wnc","Flu ED visits pct",0.06
2009-07-25,"wnc","Flu ED visits pct",0.1
2009-08-01,"wnc","Flu ED visits pct",0.19
2009-08-08,"wnc","Flu ED visits pct",0.21
2009-08-15,"wnc","Flu ED visits pct",0.12
2009-08-22,"wnc","Flu ED visits pct",0.05
2009-08-29,"wnc","Flu ED visits pct",0.16
2009-09-05,"wnc","Flu ED visits pct",0.26
2009-09-12,"wnc","Flu ED visits pct",0.56
2009-09-19,"wnc","Flu ED visits pct",0.95
2009-09-26,"wnc","Flu ED visits pct",1.66
2009-10-03,"wnc","Flu ED visits pct",2.65
2009-10-10,"wnc","Flu ED visits pct",3.61
2009-10-17,"wnc","Flu ED visits pct",3.94
2009-10-24,"wnc","Flu ED visits pct",4.4
2009-10-31,"wnc","Flu ED visits pct",3.12
2009-11-07,"wnc","Flu ED visits pct",2.29
2009-11-14,"wnc","Flu ED visits pct",1.59
2009-11-21,"wnc","Flu ED visits pct",0.94
2009-11-28,"wnc","Flu ED visits pct",0.54
2009-12-05,"wnc","Flu ED visits pct",0.49
2009-12-12,"wnc","Flu ED visits pct",0.43
2009-12-19,"wnc","Flu ED visits pct",0.3
2009-12-26,"wnc","Flu ED visits pct",0.24
2010-01-02,"wnc","Flu ED visits pct",0.14
2010-01-09,"wnc","Flu ED visits pct",0.25
2010-01-16,"wnc","Flu ED visits pct",0.14
2010-01-23,"wnc","Flu ED visits pct",0.12
2010-01-30,"wnc","Flu ED visits pct",0.06
2010-02-06,"wnc","Flu ED visits pct",0.05
2010-02-13,"wnc","Flu ED visits pct",0.08
2010-02-20,"wnc","Flu ED visits pct",0.04
2010-02-27,"wnc","Flu ED visits pct",0.11
2010-03-06,"wnc","Flu ED visits pct",0.1
2010-03-13,"wnc","Flu ED visits pct",0.07
2010-03-20,"wnc","Flu ED visits pct",0.12
2010-03-27,"wnc","Flu ED visits pct",0.05
2010-04-03,"wnc","Flu ED visits pct",0.04
2010-04-10,"wnc","Flu ED visits pct",0.01
2010-04-17,"wnc","Flu ED visits pct",0.02
2010-04-24,"wnc","Flu ED visits pct",0.01
2010-05-01,"wnc","Flu ED visits pct",0.01
2010-05-08,"wnc","Flu ED visits pct",0
2010-05-15,"wnc","Flu ED visits pct",0.01
2010-05-22,"wnc","Flu ED visits pct",0.03
2010-05-29,"wnc","Flu ED visits pct",0
2010-06-05,"wnc","Flu ED visits pct",0
2010-06-12,"wnc","Flu ED visits pct",0
2010-06-19,"wnc","Flu ED visits pct",0
2010-06-26,"wnc","Flu ED visits pct",0.01
2010-07-03,"wnc","Flu ED visits pct",0.01
2010-07-10,"wnc","Flu ED visits pct",0
2010-07-17,"wnc","Flu ED visits pct",0
2010-07-24,"wnc","Flu ED visits pct",0
2010-07-31,"wnc","Flu ED visits pct",0
2010-08-07,"wnc","Flu ED visits pct",0
2010-08-14,"wnc","Flu ED visits pct",0
2010-08-21,"wnc","Flu ED visits pct",0.01
2010-08-28,"wnc","Flu ED visits pct",0
2010-09-04,"wnc","Flu ED visits pct",0
2010-09-11,"wnc","Flu ED visits pct",0
2010-09-18,"wnc","Flu ED visits pct",0
2010-09-25,"wnc","Flu ED visits pct",0.01
2010-10-02,"wnc","Flu ED visits pct",0.01
2010-10-09,"wnc","Flu ED visits pct",0.04
2010-10-16,"wnc","Flu ED visits pct",0.05
2010-10-23,"wnc","Flu ED visits pct",0.04
2010-10-30,"wnc","Flu ED visits pct",0.06
2010-11-06,"wnc","Flu ED visits pct",0.05
2010-11-13,"wnc","Flu ED visits pct",0.06
2010-11-20,"wnc","Flu ED visits pct",0.07
2010-11-27,"wnc","Flu ED visits pct",0.07
2010-12-04,"wnc","Flu ED visits pct",0.12
2010-12-11,"wnc","Flu ED visits pct",0.04
2010-12-18,"wnc","Flu ED visits pct",0.13
2010-12-25,"wnc","Flu ED visits pct",0.29
2011-01-01,"wnc","Flu ED visits pct",0.33
2011-01-08,"wnc","Flu ED visits pct",0.52
2011-01-15,"wnc","Flu ED visits pct",0.87
2011-01-22,"wnc","Flu ED visits pct",0.67
2011-01-29,"wnc","Flu ED visits pct",1.21
2011-02-05,"wnc","Flu ED visits pct",1.76
2011-02-12,"wnc","Flu ED visits pct",2.1
2011-02-19,"wnc","Flu ED visits pct",2.43
2011-02-26,"wnc","Flu ED visits pct",1.85
2011-03-05,"wnc","Flu ED visits pct",1.26
2011-03-12,"wnc","Flu ED visits pct",0.66
2011-03-19,"wnc","Flu ED visits pct",0.58
2011-03-26,"wnc","Flu ED visits pct",0.49
2011-04-02,"wnc","Flu ED visits pct",0.21
2011-04-09,"wnc","Flu ED visits pct",0.13
2011-04-16,"wnc","Flu ED visits pct",0.04
2011-04-23,"wnc","Flu ED visits pct",0.06
2011-04-30,"wnc","Flu ED visits pct",0.02
2011-05-07,"wnc","Flu ED visits pct",0
2011-05-14,"wnc","Flu ED visits pct",0
2011-05-21,"wnc","Flu ED visits pct",0.03
2011-05-28,"wnc","Flu ED visits pct",0
2011-06-04,"wnc","Flu ED visits pct",0.02
2011-06-11,"wnc","Flu ED visits pct",0
2011-06-18,"wnc","Flu ED visits pct",0
2011-06-25,"wnc","Flu ED visits pct",0.01
2011-07-02,"wnc","Flu ED visits pct",0
2011-07-09,"wnc","Flu ED visits pct",0
2011-07-16,"wnc","Flu ED visits pct",0.01
2011-07-23,"wnc","Flu ED visits pct",0
2011-07-30,"wnc","Flu ED visits pct",0
2011-08-06,"wnc","Flu ED visits pct",0.02
2011-08-13,"wnc","Flu ED visits pct",0
2011-08-20,"wnc","Flu ED visits pct",0.03
2011-08-27,"wnc","Flu ED visits pct",0
2011-09-03,"wnc","Flu ED visits pct",0
2011-09-10,"wnc","Flu ED visits pct",0
2011-09-17,"wnc","Flu ED visits pct",0
2011-09-24,"wnc","Flu ED visits pct",0.03
2011-10-01,"wnc","Flu ED visits pct",0.02
2011-10-08,"wnc","Flu ED visits pct",0.02
2011-10-15,"wnc","Flu ED visits pct",0.01
2011-10-22,"wnc","Flu ED visits pct",0.01
2011-10-29,"wnc","Flu ED visits pct",0.05
2011-11-05,"wnc","Flu ED visits pct",0.05
2011-11-12,"wnc","Flu ED visits pct",0.03
2011-11-19,"wnc","Flu ED visits pct",0.06
2011-11-26,"wnc","Flu ED visits pct",0.08
2011-12-03,"wnc","Flu ED visits pct",0.04
2011-12-10,"wnc","Flu ED visits pct",0.04
2011-12-17,"wnc","Flu ED visits pct",0.12
2011-12-24,"wnc","Flu ED visits pct",0.09
2011-12-31,"wnc","Flu ED visits pct",0.07
2012-01-07,"wnc","Flu ED visits pct",0.12
2012-01-14,"wnc","Flu ED visits pct",0.08
2012-01-21,"wnc","Flu ED visits pct",0.05
2012-01-28,"wnc","Flu ED visits pct",0.03
2012-02-04,"wnc","Flu ED visits pct",0.05
2012-02-11,"wnc","Flu ED visits pct",0.06
2012-02-18,"wnc","Flu ED visits pct",0.09
2012-02-25,"wnc","Flu ED visits pct",0.14
2012-03-03,"wnc","Flu ED visits pct",0.09
2012-03-10,"wnc","Flu ED visits pct",0.06
2012-03-17,"wnc","Flu ED visits pct",0.13
2012-03-24,"wnc","Flu ED visits pct",0.08
2012-03-31,"wnc","Flu ED visits pct",0.11
2012-04-07,"wnc","Flu ED visits pct",0.16
2012-04-14,"wnc","Flu ED visits pct",0.07
2012-04-21,"wnc","Flu ED visits pct",0.03
2012-04-28,"wnc","Flu ED visits pct",0.04
2012-05-05,"wnc","Flu ED visits pct",0.01
2012-05-12,"wnc","Flu ED visits pct",0.02
2012-05-19,"wnc","Flu ED visits pct",0.02
2012-05-26,"wnc","Flu ED visits pct",0
2012-06-02,"wnc","Flu ED visits pct",0.1
2012-06-09,"wnc","Flu ED visits pct",0.04
2012-06-16,"wnc","Flu ED visits pct",0.02
2012-06-23,"wnc","Flu ED visits pct",0
2012-06-30,"wnc","Flu ED visits pct",0
2012-07-07,"wnc","Flu ED visits pct",0
2012-07-14,"wnc","Flu ED visits pct",0.01
2012-07-21,"wnc","Flu ED visits pct",0
2012-07-28,"wnc","Flu ED visits pct",0
2012-08-04,"wnc","Flu ED visits pct",0.01
2012-08-11,"wnc","Flu ED visits pct",0.01
2012-08-18,"wnc","Flu ED visits pct",0.01
2012-08-25,"wnc","Flu ED visits pct",0.01
2012-09-01,"wnc","Flu ED visits pct",0
2012-09-08,"wnc","Flu ED visits pct",0.01
2012-09-15,"wnc","Flu ED visits pct",0
2012-09-22,"wnc","Flu ED visits pct",0
2012-09-29,"wnc","Flu ED visits pct",0.01
2012-10-06,"wnc","Flu ED visits pct",0
2012-10-13,"wnc","Flu ED visits pct",0.03
2012-10-20,"wnc","Flu ED visits pct",0.04
2012-10-27,"wnc","Flu ED visits pct",0.01
2012-11-03,"wnc","Flu ED visits pct",0.01
2012-11-10,"wnc","Flu ED visits pct",0.03
2012-11-17,"wnc","Flu ED visits pct",0.11
2012-11-24,"wnc","Flu ED visits pct",0.19
2012-12-01,"wnc","Flu ED visits pct",0.73
2012-12-08,"wnc","Flu ED visits pct",2.12
2012-12-15,"wnc","Flu ED visits pct",3.05
2012-12-22,"wnc","Flu ED visits pct",3.89
2012-12-29,"wnc","Flu ED visits pct",3.98
2013-01-05,"wnc","Flu ED visits pct",2.48
2013-01-12,"wnc","Flu ED visits pct",1.33
2013-01-19,"wnc","Flu ED visits pct",0.74
2013-01-26,"wnc","Flu ED visits pct",0.36
2013-02-02,"wnc","Flu ED visits pct",0.32
2013-02-09,"wnc","Flu ED visits pct",0.21
2013-02-16,"wnc","Flu ED visits pct",0.29
2013-02-23,"wnc","Flu ED visits pct",0.23
2013-03-02,"wnc","Flu ED visits pct",0.4
2013-03-09,"wnc","Flu ED visits pct",0.42
2013-03-16,"wnc","Flu ED visits pct",0.47
2013-03-23,"wnc","Flu ED visits pct",0.57
2013-03-30,"wnc","Flu ED visits pct",0.65
2013-04-06,"wnc","Flu ED visits pct",0.48
2013-04-13,"wnc","Flu ED visits pct",0.23
2013-04-20,"wnc","Flu ED visits pct",0.1
2013-04-27,"wnc","Flu ED visits pct",0.03
2013-05-04,"wnc","Flu ED visits pct",0.02
2013-05-11,"wnc","Flu ED visits pct",0.01
2013-05-18,"wnc","Flu ED visits pct",0.01
2013-05-25,"wnc","Flu ED visits pct",0
2013-06-01,"wnc","Flu ED visits pct",0.01
2013-06-08,"wnc","Flu ED visits pct",0
2013-06-15,"wnc","Flu ED visits pct",0.01
2013-06-22,"wnc","Flu ED visits pct",0
2013-06-29,"wnc","Flu ED visits pct",0
2013-07-06,"wnc","Flu ED visits pct",0.01
2013-07-13,"wnc","Flu ED visits pct",0
2013-07-20,"wnc","Flu ED visits pct",0
2013-07-27,"wnc","Flu ED visits pct",0
2013-08-03,"wnc","Flu ED visits pct",0
2013-08-10,"wnc","Flu ED visits pct",0.02
2013-08-17,"wnc","Flu ED visits pct",0
2013-08-24,"wnc","Flu ED visits pct",0
2013-08-31,"wnc","Flu ED visits pct",0
2013-09-07,"wnc","Flu ED visits pct",0
2013-09-14,"wnc","Flu ED visits pct",0
2013-09-21,"wnc","Flu ED visits pct",0.03
2013-09-28,"wnc","Flu ED visits pct",0.02
2013-10-05,"wnc","Flu ED visits pct",0.02
2013-10-12,"wnc","Flu ED visits pct",0
2013-10-19,"wnc","Flu ED visits pct",0.03
2013-10-26,"wnc","Flu ED visits pct",0.05
2013-11-02,"wnc","Flu ED visits pct",0.02
2013-11-09,"wnc","Flu ED visits pct",0.02
2013-11-16,"wnc","Flu ED visits pct",0.1
2013-11-23,"wnc","Flu ED visits pct",0.07
2013-11-30,"wnc","Flu ED visits pct",0.13
2013-12-07,"wnc","Flu ED visits pct",0.25
2013-12-14,"wnc","Flu ED visits pct",0.48
2013-12-21,"wnc","Flu ED visits pct",0.82
2013-12-28,"wnc","Flu ED visits pct",2.16
2014-01-04,"wnc","Flu ED visits pct",2.06
2014-01-11,"wnc","Flu ED visits pct",1.6
2014-01-18,"wnc","Flu ED visits pct",1.7
2014-01-25,"wnc","Flu ED visits pct",1.61
2014-02-01,"wnc","Flu ED visits pct",1.1
2014-02-08,"wnc","Flu ED visits pct",0.71
2014-02-15,"wnc","Flu ED visits pct",0.57
2014-02-22,"wnc","Flu ED visits pct",0.39
2014-03-01,"wnc","Flu ED visits pct",0.2
2014-03-08,"wnc","Flu ED visits pct",0.15
2014-03-15,"wnc","Flu ED visits pct",0.21
2014-03-22,"wnc","Flu ED visits pct",0.12
2014-03-29,"wnc","Flu ED visits pct",0.18
2014-04-05,"wnc","Flu ED visits pct",0.14
2014-04-12,"wnc","Flu ED visits pct",0.12
2014-04-19,"wnc","Flu ED visits pct",0.21
2014-04-26,"wnc","Flu ED visits pct",0.23
2014-05-03,"wnc","Flu ED visits pct",0.11
2014-05-10,"wnc","Flu ED visits pct",0.12
2014-05-17,"wnc","Flu ED visits pct",0.04
2014-05-24,"wnc","Flu ED visits pct",0.04
2014-05-31,"wnc","Flu ED visits pct",0.01
2014-06-07,"wnc","Flu ED visits pct",0.03
2014-06-14,"wnc","Flu ED visits pct",0.01
2014-06-21,"wnc","Flu ED visits pct",0.01
2014-06-28,"wnc","Flu ED visits pct",0.01
2014-07-05,"wnc","Flu ED visits pct",0.03
2014-07-12,"wnc","Flu ED visits pct",0
2014-07-19,"wnc","Flu ED visits pct",0.02
2014-07-26,"wnc","Flu ED visits pct",0
2014-08-02,"wnc","Flu ED visits pct",0.01
2014-08-09,"wnc","Flu ED visits pct",0
2014-08-16,"wnc","Flu ED visits pct",0.02
2014-08-23,"wnc","Flu ED visits pct",0.01
2014-08-30,"wnc","Flu ED visits pct",0.02
2014-09-06,"wnc","Flu ED visits pct",0.01
2014-09-13,"wnc","Flu ED visits pct",0.01
2014-09-20,"wnc","Flu ED visits pct",0.07
2014-09-27,"wnc","Flu ED visits pct",0.08
2014-10-04,"wnc","Flu ED visits pct",0.03
2014-10-11,"wnc","Flu ED visits pct",0.05
2014-10-18,"wnc","Flu ED visits pct",0.04
2014-10-25,"wnc","Flu ED visits pct",0.07
2014-11-01,"wnc","Flu ED visits pct",0.22
2014-11-08,"wnc","Flu ED visits pct",0.08
2014-11-15,"wnc","Flu ED visits pct",0.13
2014-11-22,"wnc","Flu ED visits pct",0.28
2014-11-29,"wnc","Flu ED visits pct",0.54
2014-12-06,"wnc","Flu ED visits pct",0.84
2014-12-13,"wnc","Flu ED visits pct",0.86
2014-12-20,"wnc","Flu ED visits pct",2.53
2014-12-27,"wnc","Flu ED visits pct",3.96
2015-01-03,"wnc","Flu ED visits pct",3.62
2015-01-10,"wnc","Flu ED visits pct",2.55
2015-01-17,"wnc","Flu ED visits pct",1.78
2015-01-24,"wnc","Flu ED visits pct",1.63
2015-01-31,"wnc","Flu ED visits pct",1.13
2015-02-07,"wnc","Flu ED visits pct",1.17
2015-02-14,"wnc","Flu ED visits pct",0.88
2015-02-21,"wnc","Flu ED visits pct",0.81
2015-02-28,"wnc","Flu ED visits pct",0.65
2015-03-07,"wnc","Flu ED visits pct",0.83
2015-03-14,"wnc","Flu ED visits pct",0.53
2015-03-21,"wnc","Flu ED visits pct",0.41
2015-03-28,"wnc","Flu ED visits pct",0.4
2015-04-04,"wnc","Flu ED visits pct",0.47
2015-04-11,"wnc","Flu ED visits pct",0.33
2015-04-18,"wnc","Flu ED visits pct",0.18
2015-04-25,"wnc","Flu ED visits pct",0.09
2015-05-02,"wnc","Flu ED visits pct",0.08
2015-05-09,"wnc","Flu ED visits pct",0.07
2015-05-16,"wnc","Flu ED visits pct",0
2015-05-23,"wnc","Flu ED visits pct",0.02
2015-05-30,"wnc","Flu ED visits pct",0
2015-06-06,"wnc","Flu ED visits pct",0
2015-06-13,"wnc","Flu ED visits pct",0.01
2015-06-20,"wnc","Flu ED visits pct",0
2015-06-27,"wnc","Flu ED visits pct",0
